customer_id,first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,owns_car,tenure,age,age_group
649,Krissie,Dinan,Female,23,1974-12-07,Legal Assistant,Financial Services,Mass Customer,1,10,48.15091074470627,50
650,Matthew,Petschelt,Male,81,1977-10-24,Assistant Manager,Health,Mass Customer,0,13,45.27063257335436,50
651,Minni,Deegin,Female,76,1973-10-24,Tax Accountant,Health,Affluent Customer,0,13,49.27071471056457,50
652,Edee,Stoker,Female,62,1996-11-24,Staff Scientist,Financial Services,High Net Worth,1,1,26.18468282763747,30
653,Maxy,Hurles,Male,68,1968-01-28,Graphic Designer,Financial Services,Affluent Customer,1,19,55.009367797212484,60
654,Noelani,Andreuzzi,Female,2,1993-05-19,Administrative Officer,Manufacturing,Affluent Customer,0,5,29.702893331617705,30
655,Stuart,Gebhardt,Male,64,1974-11-25,General Manager,Manufacturing,Affluent Customer,1,19,48.183765628790134,50
656,Marty,Lebreton,Female,80,1978-11-17,Automation Specialist III,Manufacturing,High Net Worth,1,8,44.205586747635834,40
658,Donn,Bonnell,Male,38,1944-01-24,Tax Accountant,Manufacturing,Affluent Customer,1,8,79.0208122485017,80
661,Cinderella,Haslen,Female,35,1988-05-07,Sales Associate,IT,High Net Worth,0,14,34.73516641046258,30
662,Bonnibelle,Imos,Female,41,1967-07-04,Chemical Engineer,Manufacturing,Mass Customer,1,5,55.57885245466609,60
663,Massimo,Seymour,Male,27,1997-07-17,VP Sales,Property,Affluent Customer,1,3,25.541274680995173,30
664,Mathe,Scatcher,Male,38,1994-10-05,Research Nurse,Health,High Net Worth,0,4,28.322988200095494,30
666,Anselma,Ricardon,Female,82,1983-11-01,Social Worker,Health,High Net Worth,1,15,39.249975064986636,40
667,Nicoline,Samwayes,Female,62,1994-03-19,Payment Adjustment Coordinator,Manufacturing,High Net Worth,1,3,28.870569601493198,30
668,Ebony,Threadgall,Female,61,1966-08-26,Junior Executive,Health,Mass Customer,0,7,56.433079440846505,60
670,Janifer,Pountain,Female,75,1992-11-09,Business Systems Development Analyst,Retail,Affluent Customer,0,8,30.22583356995251,30
672,Kleon,Pallatina,Male,53,1977-01-12,Analog Circuit Design manager,Retail,High Net Worth,0,12,46.05093607034609,50
673,Artie,Ommanney,Male,35,1975-06-27,VP Sales,Health,Mass Customer,1,4,47.597853529294596,50
675,Sharl,Wiggin,Female,37,1976-12-19,Administrative Assistant I,Financial Services,Mass Customer,1,17,46.11664583851381,50
677,El,Toupe,Male,59,1997-07-28,Senior Cost Accountant,Financial Services,Mass Customer,0,5,25.5111577039183,30
678,Ambur,Symcoxe,Female,57,1995-08-31,Accounting Assistant II,IT,High Net Worth,0,2,27.41947888778929,30
679,Yolande,Whild,Female,29,1974-10-21,Registered Nurse,Health,Mass Customer,0,12,48.279592374034735,50
681,Jobyna,Elgey,Female,55,1978-09-18,VP Product Management,Manufacturing,Mass Customer,1,17,44.369861168055145,40
682,Ole,Euplate,Male,53,1971-03-16,Health Coach IV,Health,Affluent Customer,1,7,51.87994008822462,50
686,Hallie,Le feaver,Female,60,1954-07-17,GIS Technical Architect,Argiculture,High Net Worth,1,5,68.54284213275668,70
687,Welby,Ninnotti,Male,25,1959-02-10,Executive Secretary,Retail,High Net Worth,1,5,63.97327533809286,60
688,Baron,Bullus,Male,90,1969-02-15,Junior Executive,Health,High Net Worth,0,9,53.9580115065289,50
689,Hamnet,Berford,Male,91,1966-05-19,Senior Developer,Entertainment,High Net Worth,1,16,56.70413223453837,60
692,Goraud,Ayling,Male,42,1987-12-25,Database Administrator IV,Property,Mass Customer,0,7,35.10204594939904,40
694,Lilith,Lanning,Female,66,1968-12-28,Media Manager III,Health,Mass Customer,0,13,54.092168949871336,50
695,Kevan,Kubal,Male,36,1977-11-30,Engineer II,Health,High Net Worth,0,11,45.169330014095785,50
697,Weston,Brokenshaw,Male,25,1986-11-29,Environmental Specialist,Entertainment,Mass Customer,0,10,36.172567589131546,40
698,Ellette,Fahy,Female,90,1996-07-20,Human Resources Manager,Manufacturing,High Net Worth,1,1,26.532397017525014,30
699,Mirabella,Richter,Female,16,1972-08-04,Account Representative IV,IT,Affluent Customer,1,16,50.49182123568145,50
701,Ransell,Ruler,Male,18,1956-05-01,Food Chemist,Health,Mass Customer,1,8,66.7522509501862,70
704,Lindsay,Acaster,Female,49,1998-12-08,Research Nurse,Health,Mass Customer,0,4,24.147680014438023,20
705,Eddie,Yekel,Male,48,1964-01-16,Quality Engineer,Retail,High Net Worth,0,14,59.04230481850656,60
706,Kane,Gaffer,Male,44,1990-01-06,Media Manager IV,Financial Services,High Net Worth,1,5,33.06778104320658,30
708,Idalina,Wilcot,Female,31,1987-02-15,Safety Technician II,IT,Mass Customer,1,10,35.959010842586444,40
709,Holly,Cavil,Female,83,1979-12-11,Accountant III,Financial Services,Mass Customer,1,5,43.14054092191731,40
710,Benton,Oakly,Male,76,1970-03-01,Sales Representative,Retail,High Net Worth,1,13,52.920344750880254,50
716,Trescha,Preshous,Female,31,1979-11-09,Social Worker,Health,Mass Customer,0,11,43.228153946140935,40
717,Basilius,Spieck,Male,65,1976-11-20,VP Product Management,Manufacturing,Mass Customer,1,11,46.196045141716475,50
718,Cathe,Lorriman,Female,38,1978-02-18,Engineer I,Manufacturing,Mass Customer,1,7,44.950297453536706,40
719,Pattin,Weathey,Male,2,1953-12-30,Administrative Officer,Retail,Mass Customer,0,14,69.0876856271474,70
720,Darrel,Canet,Male,67,1931-10-23,Recruiting Manager,Retail,Affluent Customer,0,6,91.27568401178226,90
722,Stewart,Brosoli,Male,69,1956-03-17,Marketing Manager,IT,Mass Customer,0,5,66.87545676550067,70
723,Madelina,Marte,Female,41,1963-08-20,Food Chemist,Health,Mass Customer,1,6,59.45025296254784,60
724,Heinrik,Norcock,Male,7,1975-08-05,Analog Circuit Design manager,Financial Services,Mass Customer,1,4,47.49107515602204,50
725,Gage,Crossan,Male,61,1965-08-27,Design Engineer,Health,High Net Worth,1,19,57.42967759139032,60
726,Norma,Blackbourn,Female,69,1978-02-10,Information Systems Manager,Health,Mass Customer,1,10,44.97220070959261,40
727,Lenci,Duerden,Male,98,1978-10-10,Senior Editor,Manufacturing,Mass Customer,0,3,44.30962721390139,40
728,Winthrop,Corser,Male,60,1956-10-03,VP Accounting,Financial Services,Mass Customer,1,8,66.32787536410298,70
729,Ammamaria,Standbridge,Female,30,1973-10-23,Analog Circuit Design manager,Health,Affluent Customer,0,11,49.27345261757156,50
732,Bonita,Gethins,Female,71,1967-01-21,Actuary,Financial Services,Mass Customer,0,5,56.02786920381221,60
734,Leicester,Fynes,Male,34,1980-07-06,Programmer III,Retail,Affluent Customer,0,11,42.57105626446369,40
735,Khalil,Pennings,Male,33,1965-04-20,Assistant Manager,Financial Services,Mass Customer,1,11,57.78286759529184,60
739,Arnie,Zorn,Male,36,1964-12-13,Senior Editor,Manufacturing,Mass Customer,0,8,58.13331969218637,60
742,Dexter,Robelin,Male,55,1966-04-24,Senior Developer,Manufacturing,Mass Customer,0,15,56.77257990971308,60
743,Pattin,Morican,Male,89,1981-04-06,VP Accounting,Financial Services,Mass Customer,1,13,41.820869744548844,40
748,Linet,Postill,Female,51,1981-04-21,VP Marketing,Financial Services,High Net Worth,0,7,41.77980113944402,40
749,Andreas,Cosin,Male,47,1972-08-01,Environmental Specialist,Argiculture,Mass Customer,0,19,50.500034956702414,50
750,Izaak,Gisborne,Male,42,1995-04-08,Analyst Programmer,Retail,Affluent Customer,1,7,27.816475403802624,30
751,Amie,Dufty,Female,41,2001-10-31,Business Systems Development Analyst,Financial Services,Affluent Customer,0,1,21.250974401044182,20
752,Kalil,Palombi,Male,13,1961-06-27,Speech Pathologist,Financial Services,High Net Worth,0,12,61.596772056026836,60
753,Josy,St. Quentin,Female,82,1970-03-07,Food Chemist,Health,Affluent Customer,1,6,52.903917308838324,50
754,Patsy,Beefon,Female,15,1979-07-28,Senior Financial Analyst,Financial Services,Mass Customer,0,14,43.51289627486774,40
755,Baily,Imison,Male,31,1993-07-13,Senior Cost Accountant,Financial Services,Mass Customer,0,4,29.552308446233337,30
756,Carin,Lauthian,Female,65,1974-09-25,Computer Systems Analyst IV,Manufacturing,Mass Customer,1,16,48.35077795621643,50
757,Kinsley,Klimus,Male,91,1977-05-13,Environmental Tech,Financial Services,Mass Customer,0,18,45.71964932250048,50
759,Mitchel,Schimek,Male,89,1963-04-18,Clinical Specialist,Health,High Net Worth,0,13,59.78975343141442,60
761,Vaughan,McCromley,Male,12,1977-11-27,Media Manager II,Health,Affluent Customer,1,4,45.17754373511675,50
763,Benita,Cuffley,Female,95,1987-11-05,Computer Systems Analyst IV,Manufacturing,Affluent Customer,0,12,35.23894129974847,40
764,Samuel,Stiff,Male,40,1977-03-16,Environmental Tech,Financial Services,Mass Customer,1,22,45.878447928905814,50
767,Gustav,Kos,Male,70,1955-12-16,Budget/Accounting Analyst II,Manufacturing,High Net Worth,0,11,67.12734421014362,70
768,Alexia,Wolford,Female,5,1974-01-14,Web Developer IV,Argiculture,Affluent Customer,1,21,49.04620633599151,50
769,Cameron,Letherbury,Male,65,1961-12-28,Analog Circuit Design manager,IT,Mass Customer,0,12,61.09299716674095,60
770,Zara,Maccaddie,Female,10,1984-02-05,Software Consultant,IT,High Net Worth,1,13,38.987135992315736,40
772,Lorianna,Vidyapin,Female,12,1998-12-26,Community Outreach Specialist,Entertainment,Mass Customer,0,4,24.09839768831223,20
774,Phelia,Perotti,Female,79,1998-11-27,Operator,Manufacturing,High Net Worth,0,1,24.177796991514896,20
775,Nikita,Kilby,Male,66,1982-09-21,Accounting Assistant IV,Manufacturing,Affluent Customer,0,4,40.361565309823966,40
776,Stanley,Seven,Male,30,1980-09-24,Financial Analyst,Financial Services,High Net Worth,0,20,42.352023703904614,40
777,Wolfgang,Tarrier,Male,2,1993-01-09,Paralegal,Financial Services,High Net Worth,0,4,30.05882124252621,30
778,Stacy,Pozzi,Male,24,1976-11-17,Assistant Professor,Manufacturing,High Net Worth,0,13,46.20425886273745,50
779,Maddy,Larrat,Female,1,1992-02-10,Staff Accountant III,Health,High Net Worth,0,7,30.973282182860373,30
781,Elvis,O'Leagham,Male,80,1958-11-15,Legal Assistant,Manufacturing,Mass Customer,0,17,64.21147324770085,60
782,Bevvy,Siegertsz,Female,30,1976-08-29,Geological Engineer,Manufacturing,Mass Customer,0,17,46.423291423296526,50
783,Rudd,Strangeways,Male,6,1985-07-25,Information Systems Manager,Retail,Affluent Customer,0,14,37.5196178365699,40
784,Frederik,Duckett,Male,10,1977-01-24,Accounting Assistant III,IT,High Net Worth,1,22,46.01808118626222,50
785,Anthea,Guesford,Female,48,1979-08-26,Assistant Professor,Manufacturing,Mass Customer,1,18,43.43349697166507,40
788,Gregg,Townsend,Male,62,1964-07-01,Social Worker,Health,Mass Customer,0,11,58.585074348339475,60
789,Gabrielle,Giraudot,Female,69,1978-04-28,Geological Engineer,Manufacturing,Affluent Customer,1,14,44.7613818700545,40
791,Tootsie,Hurt,Female,3,1968-09-29,Professor,Manufacturing,Mass Customer,1,14,54.3385805805003,50
793,Kissie,Delong,Female,97,1989-01-30,Actuary,Financial Services,High Net Worth,1,9,34.00140733258966,30
794,Scott,Ommundsen,Male,99,1955-05-12,Compensation Analyst,Financial Services,Affluent Customer,1,16,67.72420793766712,70
795,Cassy,Awdry,Female,35,1973-08-20,Environmental Tech,Financial Services,High Net Worth,0,18,49.44867866601883,50
796,Ira,Lamlin,Female,8,1997-05-27,Financial Analyst,Financial Services,Mass Customer,0,2,25.680907938351588,30
797,Meridel,Rawet,Female,51,1973-10-20,Internal Auditor,Financial Services,Mass Customer,0,19,49.28166633859253,50
798,Dorita,Blackburne,Female,22,1988-05-20,Teacher,Financial Services,High Net Worth,0,5,34.69957361937173,30
800,Quint,Popov,Male,68,1978-12-31,Account Coordinator,Manufacturing,Mass Customer,0,8,44.08511883932834,40
802,Ailyn,Carberry,Female,50,1986-02-20,Financial Analyst,Financial Services,Mass Customer,0,3,36.94465736510231,40
803,Nina,Murcutt,Female,96,1999-11-11,Nuclear Power Engineer,Manufacturing,High Net Worth,0,3,23.222267446075907,20
805,Jorrie,Hanhardt,Female,48,1960-04-19,Electrical Engineer,Manufacturing,Mass Customer,0,10,62.78502369705985,60
806,Carter,Kaesmakers,Male,66,1992-07-28,Sales Representative,Retail,Mass Customer,1,7,30.510575898679313,30
808,Nigel,Phippard,Male,21,1979-11-21,Social Worker,Health,High Net Worth,1,17,43.195299062057074,40
809,Nevsa,Washtell,Female,83,1977-10-23,Biostatistician III,Health,Mass Customer,0,18,45.27337048036135,50
810,Fawnia,Bartrum,Female,24,1998-04-04,Software Test Engineer IV,Health,Mass Customer,1,1,24.826680952171174,20
813,Lisette,Nesbit,Female,12,1962-03-21,Account Representative III,Health,Mass Customer,0,14,60.8657508851609,60
814,Raffarty,Giacomoni,Male,60,1959-12-23,Analog Circuit Design manager,Manufacturing,Mass Customer,0,14,63.108096723884486,60
816,Donni,Boor,Female,71,1957-01-10,Product Engineer,Manufacturing,Mass Customer,0,15,66.05682257041111,70
817,Niel,Abilowitz,Male,38,1992-04-08,Editor,Financial Services,Mass Customer,1,6,30.81448357645504,30
818,Beverie,Bosanko,Female,17,1973-12-21,Chemical Engineer,Manufacturing,Mass Customer,0,11,49.11191610415924,50
819,Temp,Thebeau,Male,7,1975-07-17,Associate Professor,Manufacturing,Affluent Customer,1,5,47.54309538915482,50
821,Gregoor,Aronovitz,Male,41,1981-07-24,Financial Analyst,Financial Services,Mass Customer,1,7,41.522437880787095,40
822,Ardis,Tomlett,Female,67,1974-10-23,Sales Associate,Health,High Net Worth,0,17,48.27411656002076,50
823,Stesha,Morecombe,Female,91,1990-02-17,Internal Auditor,Manufacturing,Affluent Customer,0,9,32.95278894891306,30
824,Fleurette,Whardley,Female,97,1977-02-27,Financial Advisor,Financial Services,Affluent Customer,1,12,45.92499234802462,50
826,Marc,Waddilove,Male,92,1998-12-25,Recruiting Manager,Financial Services,Mass Customer,1,1,24.101135595319217,20
829,Byran,Goodfield,Male,84,2001-01-22,Environmental Tech,Financial Services,High Net Worth,1,2,22.02306417701494,20
830,Jayson,Chilcott,Male,58,1981-05-31,VP Quality Control,Manufacturing,Affluent Customer,0,6,41.670284859164475,40
831,Teddy,Keijser,Male,4,1973-04-20,Paralegal,Financial Services,Affluent Customer,0,11,49.78270332087142,50
832,Shaun,Murphey,Male,30,1977-11-30,Research Assistant IV,Retail,Mass Customer,0,14,45.169330014095785,50
834,Rudolf,Brandes,Male,37,1973-04-07,Environmental Tech,Financial Services,Mass Customer,0,3,49.818296111962276,50
835,Zachary,Matyukon,Male,85,1968-04-22,Electrical Engineer,Manufacturing,Mass Customer,1,9,54.77664570161846,50
836,Clemence,Vautre,Female,33,1990-04-02,Actuary,Financial Services,Mass Customer,1,9,32.83232104060557,30
838,Hayden,Heersema,Male,27,1971-02-03,Financial Advisor,Financial Services,High Net Worth,0,15,51.992194275511146,50
840,Chas,Carabet,Male,94,1964-06-20,VP Sales,Financial Services,Affluent Customer,1,19,58.61519132541635,60
841,Hanan,McGreay,Male,93,1966-09-22,Marketing Manager,Manufacturing,Affluent Customer,1,8,56.35915595165782,60
842,Mahmud,Dobbson,Male,59,1999-08-16,Compensation Analyst,Financial Services,High Net Worth,0,2,23.46046535568391,20
843,Salomone,Sleford,Male,80,1989-09-05,Developer II,Manufacturing,Affluent Customer,1,9,33.404543605066166,30
844,Tome,Tyt,Male,13,1978-01-13,Nurse Practicioner,Financial Services,High Net Worth,0,9,45.048862105788295,50
845,Koressa,Maris,Female,51,1973-12-24,Associate Professor,Manufacturing,Mass Customer,0,3,49.10370238313827,50
846,Alvan,Rebichon,Male,60,1954-03-25,Geologist I,Manufacturing,Affluent Customer,0,17,68.85496353155337,70
847,Kelci,Morrison,Female,66,1991-05-26,Chief Design Engineer,Retail,High Net Worth,0,9,31.685138004677384,30
848,Lannie,Chat,Male,79,1979-06-25,VP Product Management,Manufacturing,Mass Customer,0,13,43.60324720609836,40
849,Sylvan,Capper,Male,72,1969-09-15,Librarian,Entertainment,Mass Customer,0,10,53.37757522104734,50
850,Nevin,Hanfrey,Male,79,2000-09-24,Clinical Specialist,Health,Mass Customer,0,1,22.351613017853563,20
852,Andie,Bonney,Female,37,2000-11-04,Compensation Analyst,Financial Services,Affluent Customer,1,2,22.23935883056703,20
853,Nolana,Rotter,Female,26,1981-10-04,Media Manager I,Retail,Mass Customer,1,16,41.32530857628392,40
855,Bennie,Llywarch,Female,74,1974-10-26,General Manager,Retail,High Net Worth,1,16,48.26590283899979,50
856,Peyton,Monkeman,Male,63,1988-10-01,Quality Engineer,Financial Services,Mass Customer,1,9,34.33269408043527,30
858,Barby,Charlwood,Female,79,1980-06-02,Internal Auditor,Financial Services,High Net Worth,1,9,42.664145102701305,40
859,Devinne,Tommeo,Female,53,1978-08-02,Geologist I,Financial Services,Affluent Customer,1,7,44.49854279738361,40
861,Rebekah,Dmych,Female,73,1977-05-24,Senior Financial Analyst,Financial Services,High Net Worth,0,17,45.6895323454236,50
862,Worden,Fossitt,Male,83,1977-12-27,Information Systems Manager,Argiculture,High Net Worth,1,16,45.0954065249071,50
863,Kessiah,Logg,Female,19,1961-09-10,Senior Financial Analyst,Financial Services,Affluent Customer,0,5,61.39142903050269,60
865,Germain,De la Harpe,Female,73,1965-04-12,Desktop Support Technician,Telecommunications,Mass Customer,0,19,57.80477085134775,60
868,Effie,Duddy,Female,84,1979-07-18,VP Accounting,Financial Services,Mass Customer,1,11,43.540275344937626,40
869,Addia,Abels,Female,7,1984-03-11,Account Representative I,Financial Services,High Net Worth,1,10,38.89130924707114,40
870,Hugh,Wilce,Male,63,1964-01-29,Pharmacist,Health,Mass Customer,0,6,59.0067120274157,60
872,Suki,Ivachyov,Female,47,1971-04-28,Structural Engineer,IT,Mass Customer,0,13,51.762210086924114,50
873,Worthington,Penwarden,Male,37,1959-12-23,Occupational Therapist,Health,Affluent Customer,1,20,63.108096723884486,60
875,Caryl,Linnett,Male,34,1999-02-23,Recruiting Manager,Financial Services,Mass Customer,1,2,23.936861174899907,20
876,Neil,Jencey,Male,44,1968-10-06,Physical Therapy Assistant,IT,High Net Worth,0,19,54.31941523145138,50
877,Didi,Milne,Female,92,1988-05-13,Accounting Assistant III,Financial Services,Mass Customer,1,3,34.71873896842065,30
878,Clarence,Silby,Male,31,1982-11-01,Environmental Specialist,Manufacturing,Mass Customer,1,9,40.24931112253744,40
884,Pepito,Lamming,Male,11,1978-01-30,Web Designer IV,Property,Mass Customer,0,17,45.002317686669485,50
885,Yancey,Wivell,Male,20,1966-11-11,Statistician IV,Financial Services,Mass Customer,0,18,56.22226060130839,60
886,Dawna,McCullen,Female,53,1974-11-15,Accounting Assistant III,Health,Mass Customer,0,11,48.21114469886002,50
888,Chickie,Gulleford,Female,62,1963-11-10,Accountant IV,Manufacturing,Mass Customer,0,10,59.22574458797479,60
889,Ezequiel,Coggeshall,Male,46,1967-02-19,Sales Representative,Retail,Affluent Customer,1,10,55.948469900609545,60
890,Tony,Cordsen,Female,55,1974-02-01,Dental Hygienist,Health,Mass Customer,1,15,48.99692400986572,50
891,Talbot,Andrioni,Male,21,1981-08-06,Occupational Therapist,Health,High Net Worth,1,9,41.486845089696246,40
893,Gibby,Fearnley,Male,97,1983-09-11,Geologist I,IT,Mass Customer,0,16,39.38960832234305,40
894,Catie,Kibbey,Female,13,1970-12-18,Desktop Support Technician,Financial Services,High Net Worth,1,9,52.12087590483961,50
897,Pris,Fance,Female,25,1969-01-11,Account Executive,Manufacturing,Mass Customer,0,11,54.05383825177349,50
898,Reyna,Braizier,Female,53,1977-08-28,General Manager,Financial Services,Affluent Customer,0,16,45.42669327275271,50
899,Teodora,Lawling,Female,42,1963-08-05,Business Systems Development Analyst,Health,Affluent Customer,1,12,59.49132156765267,60
900,Clevey,Ivamy,Male,48,1990-08-07,Associate Professor,Manufacturing,Mass Customer,1,5,32.48460685071803,30
902,Selene,Vasiltsov,Female,37,1989-07-26,Staff Scientist,Retail,Mass Customer,0,18,33.5167977923527,30
905,Dorian,Drinkel,Female,41,1978-02-11,Safety Technician II,Manufacturing,Affluent Customer,0,12,44.969462802585625,40
906,Cammy,Marcroft,Male,73,1998-12-30,Financial Analyst,Financial Services,High Net Worth,1,3,24.087446060284275,20
907,Eamon,McWhin,Male,51,1978-12-25,Sales Associate,Property,High Net Worth,1,17,44.10154628137027,40
910,Lewes,Foulcher,Male,50,1986-04-26,Biostatistician I,Financial Services,Mass Customer,0,14,36.766693409648056,40
911,Marcellus,Shawcroft,Male,62,1974-10-13,Structural Analysis Engineer,Property,Affluent Customer,0,3,48.30149563009064,50
912,Vince,Dalmon,Male,37,1968-07-19,Sales Representative,Retail,Mass Customer,1,19,54.53570988500347,50
914,Marc,Egleton,Male,73,1999-06-16,Chemical Engineer,Manufacturing,Affluent Customer,1,2,23.627477683110204,20
915,Austina,Orrice,Female,17,1984-09-07,Budget/Accounting Analyst IV,Entertainment,Mass Customer,0,7,38.39848598581321,40
917,Odo,MacKaig,Male,63,1964-05-06,VP Product Management,Financial Services,Mass Customer,0,19,58.73839714073083,60
918,Mahmud,Chiles,Male,73,1975-02-26,Internal Auditor,Health,High Net Worth,0,13,47.929140277140206,50
919,Grove,Peltzer,Male,48,1987-07-17,Registered Nurse,Health,Mass Customer,1,13,35.542848977524194,40
920,Stefano,Thornborrow,Male,89,1976-01-19,Software Test Engineer IV,Health,Mass Customer,1,19,47.03384468585496,50
921,Gretchen,Seneschal,Female,77,1979-12-19,Help Desk Technician,Manufacturing,Mass Customer,0,7,43.11863766586139,40
922,Bekki,Ralston,Female,52,1972-10-10,Operator,Financial Services,Mass Customer,0,19,50.30838146621322,50
923,Garrek,Grimwade,Male,44,1977-06-26,Senior Financial Analyst,Financial Services,High Net Worth,0,19,45.599181414192984,50
925,Nicko,Pembridge,Male,42,1978-08-07,Accountant IV,Manufacturing,Affluent Customer,0,16,44.48485326234866,40
926,Terrel,Matthisson,Male,18,1965-10-14,Professor,Telecommunications,Affluent Customer,0,10,57.29825805505487,60
929,Kippy,Conerding,Male,0,1965-09-04,Database Administrator III,Financial Services,Mass Customer,1,13,57.407774335334416,60
930,Evelina,Dinan,Female,86,1971-11-10,Executive Secretary,Retail,Mass Customer,1,8,51.22558031355437,50
931,Katrina,Sappson,Female,59,1999-08-07,Design Engineer,Manufacturing,Affluent Customer,1,1,23.485106518746804,20
933,Melany,L'oiseau,Female,75,1996-05-19,Help Desk Operator,Retail,Mass Customer,1,5,26.7021472519583,30
934,Marcellus,Louisot,Male,76,1996-01-22,Human Resources Manager,Manufacturing,Mass Customer,0,6,27.025220278782943,30
936,Raffaello,Godleman,Male,64,1988-05-16,Speech Pathologist,Health,High Net Worth,0,3,34.71052524739969,30
937,Nikolos,McKyrrelly,Male,65,1985-11-15,Human Resources Assistant IV,Manufacturing,Affluent Customer,0,15,37.2102343447802,40
939,Cristian,Theodoris,Male,53,1961-01-10,Product Engineer,Manufacturing,Mass Customer,0,6,62.0567404332009,60
940,Marnia,Claesens,Female,3,1987-06-16,Administrative Officer,Manufacturing,Mass Customer,0,9,35.627724094740834,40
941,Tye,Doohan,Male,13,1995-02-02,Recruiting Manager,Financial Services,Affluent Customer,1,1,27.994439359256877,30
942,Shirley,Brook,Female,31,1974-02-07,Director of Sales,Financial Services,Mass Customer,1,14,48.98049656782379,50
943,Holly,Gamett,Male,94,1979-09-17,Legal Assistant,Property,Affluent Customer,1,15,43.37326301751133,40
946,Bettina,Farrer,Female,16,1961-07-17,Research Associate,Manufacturing,High Net Worth,0,12,61.54201391588706,60
947,Hyacinth,Naldrett,Female,43,1986-03-10,Pharmacist,Health,Mass Customer,0,10,36.89537503897652,40
949,Jarid,Grebner,Male,18,1975-09-07,Executive Secretary,Health,Mass Customer,1,3,47.400724224791425,50
951,Meryl,Dumbar,Male,44,1999-09-29,Assistant Media Planner,Entertainment,Mass Customer,0,1,23.339997447376412,20
952,Marina,Andresen,Female,34,1971-06-13,VP Sales,Financial Services,Affluent Customer,1,6,51.63626636460264,50
954,Alain,Immins,Male,76,1995-02-28,VP Quality Control,Manufacturing,Mass Customer,1,7,27.923253777075175,30
955,Teresina,Gibbie,Female,78,1989-10-01,Research Nurse,Health,Mass Customer,1,9,33.33335802288447,30
956,Ezechiel,Pettecrew,Male,19,1960-09-26,Nuclear Power Engineer,Manufacturing,Mass Customer,1,9,62.346958575941684,60
957,Jamima,Gannan,Female,80,1994-08-20,Automation Specialist I,Manufacturing,Affluent Customer,1,7,28.448931922416968,30
958,Kristofor,Saulter,Male,15,1964-01-14,Biostatistician IV,Health,High Net Worth,0,18,59.047780632520535,60
960,Lannie,Crumley,Male,1,1968-10-10,GIS Technical Architect,Health,Mass Customer,1,12,54.30846360342343,50
961,Rosamund,Shelton,Female,73,1986-08-10,Assistant Manager,Financial Services,Mass Customer,0,6,36.47647526690727,40
964,Rhetta,Grellier,Female,35,1994-01-24,Assistant Professor,Financial Services,High Net Worth,0,6,29.01841657987058,30
965,Meggie,Whitchurch,Female,86,1997-06-18,Structural Engineer,Retail,High Net Worth,1,5,25.62067398419784,30
966,Krystyna,Linning,Female,70,1978-11-05,Speech Pathologist,Retail,High Net Worth,1,5,44.238441631719695,40
967,April,Causon,Female,44,1999-10-04,Sales Associate,Manufacturing,Affluent Customer,1,1,23.32630791234147,20
968,Wayne,Woodfin,Male,96,1955-06-16,Accountant IV,IT,High Net Worth,1,16,67.62838119242251,70
969,Jo,Mallinar,Female,20,1978-09-19,Health Coach IV,Health,High Net Worth,1,18,44.36712326104816,40
970,Kellyann,Hawton,Female,2,1980-06-26,VP Accounting,Financial Services,High Net Worth,1,14,42.598435334533576,40
971,Sarge,Lerohan,Male,11,1988-10-25,Geologist I,Manufacturing,High Net Worth,0,22,34.266984312267546,30
972,Dena,Crewdson,Female,81,1981-07-23,Project Manager,Retail,Mass Customer,1,10,41.52517578779408,40
973,Annabella,Hebron,Female,46,1979-08-02,Data Coordiator,Health,High Net Worth,0,15,43.4992067398328,40
976,Andonis,Slimmon,Male,10,1971-10-21,Graphic Designer,Financial Services,Affluent Customer,0,10,51.280338453694135,50
979,Kayla,Falkingham,Female,42,1959-12-25,Budget/Accounting Analyst I,Manufacturing,High Net Worth,0,12,63.10262090987051,60
980,Max,Gronaver,Female,19,1978-01-23,Registered Nurse,Health,Mass Customer,0,8,45.02148303571841,50
982,Tibold,Bonwell,Male,14,1960-02-12,Geologist III,Health,High Net Worth,1,6,62.96846346652808,60
984,Luciano,Weddup,Male,89,1954-03-25,Programmer I,Manufacturing,Affluent Customer,0,16,68.85496353155337,70
985,Aryn,O'Halloran,Female,29,1970-09-30,Help Desk Operator,Retail,High Net Worth,0,15,52.3371705583917,50
986,Barnard,Stranks,Male,3,1994-10-05,Office Assistant I,Manufacturing,Mass Customer,1,8,28.322988200095494,30
987,Lars,Keher,Male,89,1974-08-29,Senior Cost Accountant,Financial Services,Affluent Customer,1,11,48.42470144540513,50
988,Andree,Simonato,Female,35,1981-01-15,Director of Sales,Manufacturing,High Net Worth,0,7,42.04264021211491,40
989,Caralie,Morfett,Female,43,1982-05-24,Project Manager,Financial Services,Mass Customer,0,17,40.69011415066259,40
990,Melissa,Purple,Female,56,1976-04-13,Administrative Officer,Manufacturing,Mass Customer,1,14,46.80112259026094,50
991,Lenna,Coales,Female,11,1991-11-29,Financial Analyst,Financial Services,Mass Customer,1,10,31.173149394370533,30
993,Reine,Semken,Female,71,1977-02-18,Account Coordinator,Argiculture,High Net Worth,0,17,45.94963351108751,50
994,Rhetta,Kupker,Female,62,1977-11-14,Librarian,Entertainment,Affluent Customer,1,5,45.213136526207606,50
